,Data,Elapsed Time (s),F1 Score,CMI,Recall
0,500,220.5343723297119,0.2857142857142857,0.4470723959385229,0.0
1,500,228.93045163154602,0.08695652173913045,0.22510099173137,0.0
2,500,154.68607354164124,0.4347826086956522,0.0,0.0
3,1000,590.0995156764984,0.4799999999999999,0.27171725184417866,0.4
4,1000,487.82274103164673,0.38095238095238093,0.3411709170830905,0.0
5,1000,555.7195570468903,0.17391304347826084,0.3952562093651418,0.0
6,1500,1239.902553319931,0.41379310344827586,0.2792845711805512,0.4
7,1500,1439.8533041477203,0.5384615384615384,0.38107965893123913,0.4
8,1500,1613.184501171112,0.3846153846153846,0.27093456580844466,0.4
9,2000,2947.6160690784454,0.3076923076923077,0.23657893298866822,0.0
10,2000,2151.290069580078,0.4166666666666667,0.4100317027085801,0.4
11,2000,3507.756986618042,0.34782608695652173,0.36891598079549065,0.8
12,2500,4189.198101043701,0.4799999999999999,0.35456265507997553,0.4
13,2500,4563.138122558594,0.3076923076923077,0.2237681081330719,0.0
14,2500,4577.823297023773,0.5714285714285715,0.3088436699148891,0.8
15,3000,5340.122874498367,0.3448275862068966,0.11170605181812694,0.0
16,3000,7116.00107049942,0.42857142857142855,0.31719004640756043,0.6
17,3000,9131.10613656044,0.4,0.24690591856054966,0.4
18,3500,12067.518415689468,0.4,0.3715146207071235,0.4
19,3500,18425.56501865387,0.5333333333333333,0.2376992553718347,1.0
20,3500,14828.83609700203,0.42857142857142855,0.2780870406504843,0.4
21,4000,21013.536551237106,0.42857142857142855,0.31286221527434266,0.8
22,4000,12382.571001052856,0.5384615384615384,0.4274112035006807,0.8
23,4000,19902.944873809814,0.2222222222222222,0.24048834995010945,0.0
24,4500,19036.8856818676,0.33333333333333337,0.24711525299987866,0.0
25,4500,16148.638572216034,0.41379310344827586,0.2718672568004535,0.4
26,4500,22834.321642637253,0.5333333333333333,0.306868178821976,0.8
27,5000,32694.956241607666,0.3846153846153846,0.35173456463149616,0.4
28,5000,29814.41629242897,0.15384615384615385,0.21878531327852602,0.0
29,5000,30822.540997982025,0.3846153846153846,0.3404352548236304,0.4
