0,1,2,3,4,5,6,7
29.773457,0.013012998,293.11072,22.472282,0.00033949295,11.898894,-3.829042e-06,0.9082031
271.13153,0.009341,295.11685,19.810257,0.0024425422,4.2658787,-7.96968e-06,0.7060547
400.93716,0.0022523676,286.74588,21.539162,0.00093622564,8.110796,9.235438e-06,0.23046875
215.02182,0.01749547,291.1469,25.924088,0.00030630344,9.360134,2.6384623e-06,0.8039551
187.87903,0.11437917,295.72626,18.78866,0.0041929353,3.8020895,-7.744509e-06,0.97875977
63.37059,0.004165202,289.96365,22.037922,0.00023807294,9.848122,-7.791887e-06,0.35424805
116.69637,0.02291441,289.16296,24.847311,0.0002498404,11.458532,-6.965973e-06,0.9909668
216.09792,0.20431253,294.49615,22.59356,0.0015662315,7.9279656,3.744877e-06,1.0
289.4181,0.020828309,296.57178,22.024328,0.0012182398,8.323154,1.01798605e-05,0.99731445
269.32553,0.01471612,295.21344,23.136585,0.00028562272,8.011071,-1.4197194e-06,0.9458008
167.45811,0.006082394,289.79114,25.128036,0.00031071075,11.13586,7.650535e-07,0.9345703
58.841835,0.08675474,292.35303,26.182802,0.00019480984,9.580076,-1.4224511e-05,0.9008789
149.9872,0.031966053,,12.045192,0.008234984,1.8897653,-1.00518555e-05,0.9772949
389.8709,0.010528567,288.1339,25.115582,0.00088377314,11.161127,-1.2415281e-05,0.9584961
282.62753,0.021667512,296.36026,22.628853,0.0006553544,8.558539,3.8171347e-06,0.99731445
261.80167,0.051951054,296.37308,22.639732,0.00037018524,8.789614,-5.111344e-06,0.99902344
216.09792,0.20431253,294.49615,22.59356,0.0015662315,7.9279656,3.744877e-06,1.0
164.63017,0.008384883,290.4428,25.665985,0.00024810073,10.732029,-1.9394038e-06,0.9145508
389.8709,0.010528567,288.1339,25.115582,0.00088377314,11.161127,-1.2415281e-05,0.9584961
167.45811,0.006082394,289.79114,25.128036,0.00031071075,11.13586,7.650535e-07,0.9345703
24.82383,0.011261649,292.89163,21.889376,0.00037789973,11.654226,-5.0996437e-06,0.91552734
225.93144,0.06273641,291.89288,24.87166,0.0004321878,9.639454,-7.534677e-06,0.9975586
222.95982,0.13449325,297.16095,22.18633,0.0003424317,8.543926,-1.5274636e-05,0.9926758
72.70273,0.2319215,291.83853,25.538925,0.00013115148,11.15847,-1.1969122e-05,0.9938965
268.6246,0.008776246,296.79272,20.96222,0.0024781523,7.907749,9.488867e-06,0.91503906
69.37411,0.066043675,293.7064,25.191002,0.00027180545,9.47663,-9.786377e-06,0.84765625
212.78769,0.08734226,292.5512,24.859432,0.00025536236,9.531855,1.3939726e-06,1.0
13.538059,0.009058412,294.1921,24.387196,0.00028674712,10.16397,-1.396767e-05,0.31933594
45.624878,0.26134253,292.37695,25.216343,0.00015234588,11.727783,5.8044834e-06,0.98779297
86.59397,0.05907441,293.5656,25.450216,0.00021291914,8.923536,-1.0740314e-05,0.8286133
248.65028,0.017662203,294.49152,24.307964,0.00013617788,8.453263,8.330749e-06,0.8991699
52.24375,4.0970066e-05,286.2627,20.184635,0.00063536153,8.130135,1.31005545e-05,0.032958984
197.452,0.26716396,292.2818,23.0579,0.0008039519,8.893808,-8.985226e-06,1.0
99.426865,0.05434392,289.8713,24.956688,0.00014371412,11.700344,-1.0754028e-05,0.9921875
219.94847,0.00076445774,294.94034,18.270454,0.0077806343,3.5512934,4.5013103e-06,0.58154297
145.47342,0.023804974,298.44974,12.731085,0.008234279,2.993833,-8.460931e-06,0.83154297
20.86091,0.014110924,293.4995,25.330673,0.00028305993,10.305112,-6.9911794e-06,0.4038086
107.922775,0.024965601,295.81274,18.399723,0.005285931,3.2322223,-1.979764e-06,0.44458008
31.4114,0.013924011,293.81604,24.93269,0.0002896922,10.270147,1.6183512e-05,0.3996582
24.080866,0.011266453,293.3684,18.466114,0.00015292299,9.811789,1.52286975e-05,0.8322754
15.097017,0.003413241,291.6084,19.352947,0.00013518416,9.167461,1.7769311e-05,0.7338867
42.519176,0.049037673,293.3392,25.724419,0.0002615991,9.953458,-4.1560793e-06,0.6274414
14.878162,0.007767354,293.4238,25.442993,0.00027621083,10.387661,-9.36461e-06,0.3935547
92.41826,0.093492955,290.31754,24.76811,0.00013015757,11.928171,-1.1056903e-05,1.0
84.204834,0.0038686825,288.76135,23.582409,0.00020454504,10.801449,-1.0812188e-05,0.52075195
14.477008,0.0059464467,293.2096,20.51851,0.00037402863,10.8878355,-5.794453e-06,0.82666016
179.02957,0.14426935,294.93292,18.570972,0.004117431,3.6193943,-7.0153446e-06,1.0
187.87903,0.11437917,295.72626,18.78866,0.0041929353,3.8020895,-7.744509e-06,0.97875977
77.36516,0.36588243,291.8173,25.36825,0.00011820647,11.524591,-1.1218688e-05,1.0
91.26965,0.22609463,291.54007,25.332115,0.00010823093,11.704395,-1.6326865e-05,1.0
175.81776,0.00034913915,295.06027,18.224138,0.007998784,3.4561076,4.88194e-06,0.38598633
142.1098,0.15403256,295.16925,19.242908,0.0037001783,3.9318144,-9.302579e-06,1.0
156.92845,0.024809688,298.74097,12.317586,0.007997144,2.0862055,-1.6348054e-05,0.9499512
154.1925,0.17084804,295.0763,23.771854,0.00024167134,8.551931,-1.6111542e-05,0.99365234
20.142601,0.010126846,293.33768,18.962936,0.00026016397,10.323345,4.668777e-06,0.7438965
83.84917,0.06563184,290.13358,23.818512,0.00018457932,11.220699,-1.0462314e-05,0.9321289
216.98096,0.10665112,291.82617,24.61359,0.00059427886,9.487843,-5.8474343e-06,1.0
48.414265,0.12520826,294.19873,24.929535,0.00021147158,9.386112,-3.5377407e-06,0.7036133
250.88554,0.11507073,294.21457,24.524113,0.00017485264,8.713646,1.5900889e-05,1.0
168.28459,0.1645971,295.58258,23.341475,0.00029974058,8.473038,-1.7751518e-05,1.0
225.32196,0.065245874,295.64258,23.103819,0.00041358056,8.204094,-1.0947946e-05,0.96728516
47.65256,0.0028995164,294.0191,18.438183,0.00022333892,9.412487,6.9337325e-06,0.9902344
165.11319,0.045045298,295.8326,18.757647,0.0049913437,3.2631285,-8.045949e-06,0.6611328
91.26965,0.22609463,291.54007,25.332115,0.00010823093,11.704395,-1.6326865e-05,1.0
60.69978,0.056839645,291.22955,23.733473,0.00015839952,11.771544,-7.693295e-06,0.96118164
55.700832,0.08966415,292.88373,26.277195,0.00025127316,9.517566,-9.94334e-06,0.85546875
302.9061,0.017439734,295.14276,19.430468,0.0029610663,4.016995,-5.222304e-06,0.9785156
208.13315,0.009905295,296.71606,20.897278,0.002835553,7.9858837,3.2132239e-06,0.9145508
18.429773,0.0023905304,291.505,21.367037,0.00025098879,10.596927,2.0594945e-07,0.73950195
250.05946,0.013892217,295.35068,19.977999,0.0026611094,4.5320787,-1.3060573e-05,0.7097168
172.76688,0.0071922527,291.30637,26.557892,0.00024167316,9.169554,2.5699542e-06,0.6828613
193.39581,0.032415412,295.04733,23.722677,0.00022551144,8.254942,-9.879403e-06,0.91967773
25.305086,0.07779956,292.56284,24.773579,0.00015478366,11.942646,2.663791e-06,0.90893555
225.29295,0.061176594,291.18268,25.075603,0.0007073723,9.68215,-6.114482e-06,1.0
35.001286,0.17365003,292.63544,25.364803,0.00015824634,11.745545,-6.3305606e-07,0.93188477
20.618307,0.025059482,292.58124,24.190817,0.0001666195,11.970518,4.2648417e-06,0.8937988
208.13315,0.009905295,296.71606,20.897278,0.002835553,7.9858837,3.2132239e-06,0.9145508
32.971382,0.0018876287,292.93857,18.75353,0.0001285541,9.361256,1.7853967e-05,0.779541
178.95926,0.010613276,298.37283,14.4209175,0.007858699,4.539645,-7.732708e-06,0.72802734
15.3137045,0.004087257,293.27505,20.02546,0.00037678116,10.752892,-6.496437e-06,0.56274414
,,,,,,,
23.860312,0.004360953,291.83676,21.881771,0.00032621116,10.715578,-6.0793113e-06,0.5588379
99.84006,0.09998507,290.42053,25.182425,0.000107624845,11.504137,-1.1639676e-05,1.0
89.26245,0.19166046,291.15887,25.21479,0.00010831769,11.903616,-1.1951828e-05,1.0
21.568258,0.008167491,293.8855,18.499256,0.00023352784,10.292471,-1.6517057e-06,0.703125
124.317894,0.0029794022,295.27008,16.960539,0.006221992,2.2760084,-7.7576226e-07,0.47460938
10.533509,0.0030198696,291.59747,20.167019,0.00030052007,9.3900585,7.4086956e-06,0.5415039
227.18611,0.0028422447,294.80618,18.581879,0.007299642,4.2285995,5.7047364e-06,0.77246094
267.74725,0.01804879,295.45508,22.129866,0.0020953044,7.932983,-5.737468e-06,0.9885254
148.83032,0.15699166,297.88824,20.60931,0.00034162652,7.533836,-1.5992024e-05,0.9680176
69.0886,0.14576845,292.93625,26.541475,0.00025992485,9.144228,-1.4669286e-05,0.99121094
93.231544,0.040657587,288.7835,23.44064,0.0002305973,10.123503,-8.683557e-06,0.86279297
220.30354,0.007438005,295.8694,18.83506,0.005465178,3.1159992,-4.7668104e-06,0.72558594
78.36112,0.13506046,293.62534,25.800919,0.00027153295,9.331878,-1.3584184e-05,0.93066406
142.73344,0.008817136,287.80603,25.274693,0.00031063007,10.297472,-1.0031711e-06,0.82250977
154.51576,0.2696184,291.46445,22.893585,0.0023327149,6.4591885,-1.3764489e-05,0.99902344
250.41406,0.022994814,290.78168,26.354538,0.00037625525,9.907412,1.3804959e-07,0.9836426
142.26778,0.013092981,288.79657,25.27458,0.00030439897,10.499329,-1.9930999e-06,0.9890137
115.6547,0.08168432,290.42798,25.666935,0.000112886526,10.903754,-8.275916e-06,1.0
309.8899,0.09149127,288.97623,25.426079,0.0010525392,10.87456,-4.66088e-06,0.9777832
55.036964,0.3836404,292.20886,26.139767,0.00015325626,10.493557,-5.585962e-06,0.98657227
211.95131,0.009821427,294.46957,24.562237,0.00013394021,8.240817,6.191502e-06,0.9182129
234.63632,0.022321234,295.78992,19.125723,0.00488309,3.3169353,-6.731587e-06,0.9382324
107.776535,0.28717938,295.58005,23.79412,0.00026489247,9.185789,-1.253086e-05,0.94506836
54.985554,0.3029536,292.23438,25.236307,0.00014672714,11.509262,3.3534764e-06,0.9975586
24.411057,0.013906908,291.5321,21.7838,0.00024785748,10.80558,3.7130126e-06,0.6730957
142.26494,0.010831148,290.02026,26.122448,0.00020507135,10.497696,-2.65899e-06,0.97753906
89.397415,0.31249318,291.3027,25.324478,0.00010460273,11.515117,-1.610384e-05,1.0
227.90488,0.06320213,294.71707,19.311932,0.0037625977,3.7756686,3.817585e-06,0.99487305
23.159716,0.00405861,293.0066,18.255245,0.00017073458,9.77788,1.1451276e-05,0.6911621
302.48126,0.0015937638,295.7185,19.420773,0.0037041244,4.765851,-8.550899e-06,0.7871094
122.9205,0.0018582218,295.36093,17.19223,0.0061555416,2.148381,5.0274048e-06,0.5283203
42.37142,0.08449106,293.88556,25.479637,0.0002998528,9.615044,1.6102558e-05,0.62231445
20.691444,0.02825084,292.6917,24.089645,0.00017597302,11.58308,-6.21826e-06,0.8696289
223.23914,0.016675083,294.3989,24.676334,0.00013053161,8.36153,1.2524207e-05,0.9436035
228.57825,0.30982137,293.19492,23.284048,0.0003209902,7.9969726,-1.3659605e-06,1.0
231.96457,0.119849145,295.88123,23.343523,0.00039819608,8.546993,-1.4380679e-05,1.0
195.88138,0.004531719,287.28796,25.583513,0.00058578514,10.230127,-5.520714e-06,0.6845703
255.10838,0.018264465,296.38837,22.827866,0.00040786437,8.659387,-7.434506e-06,1.0
25.015162,0.0026410962,293.40323,18.424229,0.00017947162,10.074438,1.99122e-05,0.61621094
126.04892,0.00638298,295.10202,18.82882,0.0051452187,1.3719977,1.1864254e-05,0.51000977
73.36313,0.4334318,291.88116,25.693752,0.00012802213,11.103418,-9.893888e-06,1.0
65.3537,0.16370885,292.36084,26.668001,0.00021336398,9.225517,-1.0292213e-05,0.94091797
126.70543,0.08278768,293.41315,20.249702,0.0021734505,3.5408602,-5.0608987e-06,0.92211914
206.40717,0.32271725,294.16223,22.52857,0.00053459656,6.605422,9.538651e-06,1.0
197.32928,0.0068269903,288.58328,25.576252,0.00048285426,10.563377,-4.1503095e-06,0.9824219
103.29176,0.07575606,288.70898,24.439198,0.00019129868,10.383969,-7.481825e-06,1.0
17.289017,0.010253727,293.3775,19.44028,0.00033992744,10.505909,9.669018e-06,0.7219238
40.368263,0.007904798,290.1881,21.935457,0.00024718558,9.669523,-1.5092464e-05,0.6257324
149.83012,0.11533512,294.2655,24.895273,0.00015467558,8.5418,-1.1136853e-05,0.9785156
44.707413,0.025904315,290.70618,22.421703,0.00021926782,10.484997,-1.7464e-05,0.7668457
116.49473,0.06738624,290.6493,26.087519,0.00012490025,10.636839,-9.184329e-06,0.9902344
148.83032,0.15699166,297.88824,20.60931,0.00034162652,7.533836,-1.5992024e-05,0.9680176
252.38455,0.09487641,289.1352,24.900532,0.0015912348,10.338454,-6.8952445e-06,0.9016113
46.158035,0.002036544,294.10034,18.383419,0.00019034246,10.121613,-4.072608e-06,0.9719238
309.8899,0.09149127,288.97623,25.426079,0.0010525392,10.87456,-4.66088e-06,0.9777832
83.0054,0.311085,294.00073,25.35668,0.00021884008,9.230835,-5.312968e-06,0.97265625
210.1875,8.580087e-05,295.35907,18.155682,0.007503501,2.8375826,9.33298e-06,0.18359375
90.80839,0.20529501,291.71735,26.151045,0.00015353406,10.09799,-1.3206015e-05,0.9753418
322.2833,0.03832124,288.13544,25.560816,0.0006362082,10.147083,-7.3329256e-06,0.98657227
75.527336,0.23192345,292.16064,26.464626,0.00020738189,9.607697,-8.079192e-06,0.98291016
261.57925,0.12968346,294.70712,22.901917,0.0006711153,7.8210955,1.0226752e-05,0.99975586
247.91866,0.04488561,296.99854,21.897781,0.0004609559,7.957222,9.462537e-06,0.9902344
17.277985,0.008043053,291.39444,19.334364,0.00026017276,9.1557455,1.4392148e-05,0.578125
33.207165,0.0041810363,293.5039,18.792847,0.00019794484,10.614733,8.500253e-06,0.63012695
257.87952,0.063526206,294.77603,20.302511,0.002025626,4.749502,6.610494e-07,1.0
249.14175,0.0099514015,295.7986,21.197788,0.0025867233,7.894163,-1.5534772e-07,0.9328613
96.57175,0.1749492,290.47946,23.754934,0.00017368772,10.360769,-7.370015e-06,0.9890137
72.38495,0.0037567117,293.97168,18.653883,0.00020245425,9.648678,-7.012895e-06,0.99072266
243.75905,0.011290201,289.17206,25.500118,0.00037883286,10.130723,1.4354696e-06,0.97436523
117.88495,0.08376979,290.8216,25.99361,0.00012636515,10.145828,-9.394528e-06,0.9819336
243.7572,0.37496173,293.4617,23.087185,0.00041172863,8.24911,1.2807957e-05,1.0
57.228767,0.0011246565,292.73035,18.286697,0.00015914331,9.854579,1.3641363e-05,0.6748047
22.490032,0.02298195,292.9413,20.892857,0.0004176305,11.139877,-7.436781e-06,0.5336914
227.75597,0.07462698,295.5365,18.816418,0.004157223,5.0475254,-7.53614e-06,0.91381836
139.10419,0.0008248834,295.3278,18.606136,0.0059110713,1.971463,9.021157e-06,0.48461914
47.220562,0.0017229698,292.41498,18.36058,0.00016377874,9.865748,1.7597229e-05,0.6542969
242.3143,0.023766588,290.8219,26.36948,0.00033442548,9.681799,2.1111118e-06,0.99243164
241.39307,0.041368216,296.51074,22.566555,0.0003576252,8.30048,-1.0335492e-05,1.0
21.260908,0.016443934,293.5323,20.068983,0.00039289397,11.314936,1.1021417e-05,0.7380371
227.93555,0.26931944,292.19754,24.279135,0.00050638616,8.936325,1.8585054e-06,1.0
36.256622,0.199353,294.13757,25.392853,0.00025035557,9.876526,-5.549249e-06,0.80249023
123.52108,0.0006382258,295.36685,18.290249,0.006148128,2.0284202,1.2679653e-05,0.42749023
242.76303,0.3927307,292.7283,23.90158,0.00030129106,8.577328,7.2572193e-06,1.0
129.75136,0.042460278,292.67844,26.866852,0.00021966654,8.475611,-1.2414708e-05,0.82788086
18.841404,0.021123169,292.7293,25.820572,0.00019577696,11.135728,-4.913976e-06,0.63500977
81.46263,0.006627697,294.09622,18.503803,0.00025362495,9.5413685,-5.1793213e-06,0.99487305
265.88876,0.06621666,295.3225,23.205612,0.0003676091,8.257882,-4.8745424e-06,0.9655762
264.0997,0.013793976,295.4493,22.26353,0.0009810566,8.077101,3.8781576e-07,0.9484863
183.3494,0.02617478,294.84305,18.154823,0.0036855312,1.6171274,-1.0406107e-05,0.9814453
192.7672,0.10146265,295.09088,18.671223,0.00384432,4.3447,-4.8781885e-07,1.0
62.548782,0.031498365,289.92798,22.161316,0.00023968123,9.213223,-2.0139838e-05,0.79418945
291.1399,0.029016795,295.32874,18.82634,0.0037974212,4.808666,-6.367838e-06,0.9890137
140.65019,0.022449728,,14.097745,0.007141549,1.9507754,-2.3012108e-05,0.9995117
149.86932,0.1927824,291.80505,21.119205,0.002262859,3.8386102,5.4739453e-06,0.92749023
123.52108,0.0006382258,295.36685,18.290249,0.006148128,2.0284202,1.2679653e-05,0.42749023
206.52322,0.054278634,294.5868,24.326773,0.00018149924,8.584547,-7.4595246e-06,0.9892578
23.920147,0.013997558,293.30865,19.88794,0.00032774417,10.990841,1.0520938e-05,0.7595215
92.8601,0.3301996,291.14636,24.64153,0.00012865878,10.942534,-1.3724542e-05,1.0
160.99129,0.00018414087,285.99265,24.093796,0.00025365187,6.411001,1.761267e-05,0.47314453
18.841404,0.021123169,292.7293,25.820572,0.00019577696,11.135728,-4.913976e-06,0.63500977
141.38437,0.24290839,297.83173,20.487799,0.00031113613,7.758011,-1.208379e-05,0.9543457
87.38737,0.23806584,291.7522,25.985912,0.0001481008,10.292183,-1.4246223e-05,0.98950195
34.7296,0.13408324,292.1906,24.533417,0.0001603699,11.680437,1.8759573e-07,0.9404297
294.51724,0.26338348,294.2497,22.83471,0.0007153867,8.137777,1.4756244e-05,1.0
253.29712,0.070919484,294.85992,22.893173,0.0005586351,7.9827814,6.4902983e-06,0.99609375
224.3504,0.34997886,294.112,22.023735,0.00077034277,7.5775785,9.4593515e-06,1.0
257.97302,0.02121256,295.0573,23.405367,0.00029457678,8.331947,-2.2549445e-06,0.97216797
29.055246,0.09904893,292.36627,24.482035,0.00016179778,11.747541,-1.1722118e-06,0.92822266
100.4409,0.14325783,291.80103,26.69196,0.00019098888,9.476751,-5.315795e-06,0.94433594
20.215115,0.012788169,291.51605,20.25519,0.00031697899,9.799149,8.856859e-06,0.73950195
26.361395,0.0049045812,291.5991,21.153671,0.00035789463,10.15663,-6.180127e-06,0.56762695
36.637405,0.019231537,291.36475,20.722445,0.0003048905,9.376007,5.007225e-06,0.7265625
109.75573,0.19669993,290.76685,24.834866,0.00012325002,10.128789,-1.1629615e-05,1.0
118.16707,0.26682326,291.01508,25.535625,0.000113392685,10.337917,-1.0877365e-05,1.0
47.163498,0.027131913,293.27277,19.41671,0.000277523,10.651098,2.1206388e-05,0.6467285
36.216595,0.03615038,292.0015,22.90593,0.000214835,11.088528,1.0716658e-06,0.7858887
87.28902,0.012042668,293.73907,18.86829,0.0002156642,11.089492,7.492694e-06,0.61279297
232.74652,0.3039349,291.7891,23.258455,0.0014785244,8.544115,-1.24779035e-05,1.0
188.35927,0.31311667,295.88916,23.675941,0.00029991893,8.863646,-4.729688e-06,0.99487305
240.15027,0.32363716,292.1803,24.322731,0.0005966226,8.915724,1.018207e-06,1.0
282.10806,0.08202721,297.17963,21.72053,0.00041543777,7.837269,2.6939947e-06,0.9477539
307.96484,0.029113285,295.34143,22.71542,0.0006685887,8.094614,-2.503984e-06,0.9892578
147.64215,0.070932545,287.74988,24.88672,0.00018121491,8.514307,-5.057533e-06,1.0
261.8715,0.031615026,286.94452,25.717453,0.000687949,8.488512,-7.999811e-06,0.86865234
283.81845,0.19058055,294.53925,22.121002,0.0012688332,7.5485797,9.092219e-06,1.0
113.32983,0.0005255249,292.84576,18.411337,0.00019124542,9.654261,2.8408745e-06,0.7084961
229.8629,0.19491789,297.3799,21.74622,0.00032851283,8.262812,-5.171215e-06,1.0
32.605965,0.008843721,291.05353,19.926468,0.00029611672,8.627414,1.784796e-05,0.5283203
226.34416,0.0136935795,296.4828,20.240612,0.0032086256,7.5905437,-1.4252278e-06,0.94799805
88.16031,0.012043694,293.77774,18.927467,0.00022323646,11.179426,9.534953e-06,0.6411133
58.587044,0.17901127,291.59717,24.657364,0.00015316764,11.30937,2.9228077e-06,0.95996094
26.675087,0.025267422,293.81885,25.585815,0.00032791792,10.042093,-1.7764265e-05,0.47729492
184.64778,0.028715454,298.30692,15.6146965,0.007811939,3.6360092,-1.3830409e-05,0.94970703
220.78917,0.06640806,295.16174,18.750883,0.003868354,3.6535907,-5.1792454e-06,0.9987793
125.91525,0.17039812,293.64133,25.750912,0.00024125184,8.831339,-1.8384657e-05,1.0
78.79033,0.13269275,291.35077,23.601553,0.00015611103,10.853477,-1.0180047e-05,0.9716797
273.11133,0.20077518,292.9674,25.035328,0.00020212513,8.932844,1.3775614e-05,0.99975586
36.06429,0.09256169,293.8695,25.654457,0.0003351612,9.801821,-1.235402e-05,0.60546875
185.41974,0.023031592,291.11212,27.39781,0.00022085136,9.011406,-1.0205936e-06,0.9584961
219.03677,0.13138928,292.2458,25.800976,0.00033841364,8.92789,9.522797e-06,1.0
49.896854,0.017666616,293.18015,18.954681,0.0002239965,10.479352,2.1336145e-05,0.50024414
252.39612,0.015744686,289.4649,25.741474,0.0003981976,10.074692,8.819767e-07,1.0
108.702736,0.24491814,291.5771,26.037025,0.00013506951,10.292509,-1.2518254e-05,0.9953613
316.60776,0.114924,288.74646,25.482418,0.0007335564,10.497448,-1.0508521e-05,1.0
,,,,,,,
110.81038,0.27554077,293.52682,21.83043,0.001569355,4.6441526,-5.108914e-06,1.0
261.55786,0.44569468,292.69232,24.13624,0.00030477735,8.602472,9.84817e-06,1.0
324.51334,0.018780269,295.38318,19.144602,0.0037730893,4.954937,-1.2575172e-05,0.98461914
